
Using device: cuda
GPU: NVIDIA GeForce RTX 5090
CUDA version: 12.8

Loading data with lazy dataloader...
[LAZY DATALOADER] Building file path index...
[LAZY DATALOADER] Found 580 trajectory folders
[LAZY DATALOADER] Indexing folder 170743205912, folder # 1/580, time elapsed 0.00s
[LAZY DATALOADER] Row count mismatch in 170743205912: 372 images vs 414 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726012265: 271 images vs 270 CSV rows, skipping
[LAZY DATALOADER] Indexing folder 170700296852, folder # 523/580, time elapsed 0.82s
[LAZY DATALOADER] Row count mismatch in 170726065324: 358 images vs 374 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726683648: 195 images vs 196 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170743130358: 499 images vs 498 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170727111037: 221 images vs 220 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170743221934: 414 images vs 434 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170692597401: 53 images vs 52 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170692445114: 65 images vs 64 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170692572394: 55 images vs 54 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170700433509: 105 images vs 104 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726048009: 303 images vs 302 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170725468563: 141 images vs 140 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726140918: 293 images vs 292 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170725299098: 163 images vs 162 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726150418: 267 images vs 266 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170743278897: 462 images vs 536 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170700265390: 145 images vs 144 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170743165379: 486 images vs 546 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170725819229: 81 images vs 80 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170743261687: 457 images vs 526 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170700283787: 145 images vs 148 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170725378773: 400 images vs 428 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726366564: 362 images vs 364 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170743273549: 319 images vs 318 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170702544200: 145 images vs 144 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170702471193: 179 images vs 178 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170692400444: 115 images vs 114 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726388586: 273 images vs 272 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170699924457: 31 images vs 30 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170725188423: 225 images vs 224 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170692372432: 121 images vs 120 CSV rows, skipping
[LAZY DATALOADER] Indexed 42156 samples
[LAZY DATALOADER] Skipped 327 folders, 67920 images
[LAZY DATALOADER] Indexing took 0.92s
[LAZY DATALOADER] Train samples: 33725
[LAZY DATALOADER] Val samples: 8431
Training samples: 33725
Validation samples: 8431
Trajectories loaded: 253

DataLoader configuration:
  Workers: 2
  Pin memory: True

============================================================
Training Branch Essm
============================================================
Model parameters: 1,672,915 (1.67M)

Starting training for 100 epochs...
Batch size: 64, Gradient accumulation: 1
Effective batch size: 64
  GPU 0: 823/32607 MB (2.5%) Epoch 1, Batch 0/527
    Batch 0/527, Loss: 4.6524
  GPU 0: 843/32607 MB (2.6%) Epoch 1, Batch 50/527
    Batch 50/527, Loss: 0.6405
  GPU 0: 843/32607 MB (2.6%) Epoch 1, Batch 100/527
    Batch 100/527, Loss: 0.7360
  GPU 0: 843/32607 MB (2.6%) Epoch 1, Batch 150/527
    Batch 150/527, Loss: 0.5138
  GPU 0: 843/32607 MB (2.6%) Epoch 1, Batch 200/527
    Batch 200/527, Loss: 0.5998
  GPU 0: 843/32607 MB (2.6%) Epoch 1, Batch 250/527
    Batch 250/527, Loss: 0.6735
  GPU 0: 843/32607 MB (2.6%) Epoch 1, Batch 300/527
    Batch 300/527, Loss: 0.5432
  GPU 0: 843/32607 MB (2.6%) Epoch 1, Batch 350/527
    Batch 350/527, Loss: 0.5895
  GPU 0: 843/32607 MB (2.6%) Epoch 1, Batch 400/527
    Batch 400/527, Loss: 0.5228
  GPU 0: 843/32607 MB (2.6%) Epoch 1, Batch 450/527
    Batch 450/527, Loss: 0.6268
  GPU 0: 843/32607 MB (2.6%) Epoch 1, Batch 500/527
    Batch 500/527, Loss: 0.7309
Epoch   1/100 | Train Loss: 0.7023 | Val Loss: 0.4796 | LR: 0.000040 | Time: 39.7s
  New best model! Val Loss: 0.4796
  GPU 0: 843/32607 MB (2.6%) Epoch 2, Batch 0/527
    Batch 0/527, Loss: 0.4445
  GPU 0: 843/32607 MB (2.6%) Epoch 2, Batch 50/527
    Batch 50/527, Loss: 0.7533
  GPU 0: 843/32607 MB (2.6%) Epoch 2, Batch 100/527
    Batch 100/527, Loss: 0.6094
  GPU 0: 843/32607 MB (2.6%) Epoch 2, Batch 150/527
    Batch 150/527, Loss: 0.4155
  GPU 0: 843/32607 MB (2.6%) Epoch 2, Batch 200/527
    Batch 200/527, Loss: 0.6608
  GPU 0: 843/32607 MB (2.6%) Epoch 2, Batch 250/527
    Batch 250/527, Loss: 0.6678
  GPU 0: 843/32607 MB (2.6%) Epoch 2, Batch 300/527
    Batch 300/527, Loss: 0.5688
  GPU 0: 843/32607 MB (2.6%) Epoch 2, Batch 350/527
    Batch 350/527, Loss: 0.5420
  GPU 0: 843/32607 MB (2.6%) Epoch 2, Batch 400/527
    Batch 400/527, Loss: 0.5135
  GPU 0: 843/32607 MB (2.6%) Epoch 2, Batch 450/527
    Batch 450/527, Loss: 0.5529
  GPU 0: 843/32607 MB (2.6%) Epoch 2, Batch 500/527
    Batch 500/527, Loss: 0.4910
Epoch   2/100 | Train Loss: 0.5348 | Val Loss: 0.4728 | LR: 0.000060 | Time: 38.9s
  New best model! Val Loss: 0.4728
  GPU 0: 843/32607 MB (2.6%) Epoch 3, Batch 0/527
    Batch 0/527, Loss: 0.6524
  GPU 0: 843/32607 MB (2.6%) Epoch 3, Batch 50/527
    Batch 50/527, Loss: 0.5649
  GPU 0: 843/32607 MB (2.6%) Epoch 3, Batch 100/527
    Batch 100/527, Loss: 0.3504
  GPU 0: 843/32607 MB (2.6%) Epoch 3, Batch 150/527
    Batch 150/527, Loss: 0.4960
  GPU 0: 843/32607 MB (2.6%) Epoch 3, Batch 200/527
    Batch 200/527, Loss: 0.5440
  GPU 0: 843/32607 MB (2.6%) Epoch 3, Batch 250/527
    Batch 250/527, Loss: 0.4776
  GPU 0: 843/32607 MB (2.6%) Epoch 3, Batch 300/527
    Batch 300/527, Loss: 0.3658
  GPU 0: 843/32607 MB (2.6%) Epoch 3, Batch 350/527
    Batch 350/527, Loss: 0.5572
  GPU 0: 843/32607 MB (2.6%) Epoch 3, Batch 400/527
    Batch 400/527, Loss: 0.5101
  GPU 0: 843/32607 MB (2.6%) Epoch 3, Batch 450/527
    Batch 450/527, Loss: 0.6269
  GPU 0: 843/32607 MB (2.6%) Epoch 3, Batch 500/527
    Batch 500/527, Loss: 0.5562
Epoch   3/100 | Train Loss: 0.4816 | Val Loss: 0.3900 | LR: 0.000080 | Time: 39.1s
  New best model! Val Loss: 0.3900
  GPU 0: 843/32607 MB (2.6%) Epoch 4, Batch 0/527
    Batch 0/527, Loss: 0.3015
  GPU 0: 843/32607 MB (2.6%) Epoch 4, Batch 50/527
    Batch 50/527, Loss: 0.3049
  GPU 0: 843/32607 MB (2.6%) Epoch 4, Batch 100/527
    Batch 100/527, Loss: 0.5044
  GPU 0: 843/32607 MB (2.6%) Epoch 4, Batch 150/527
    Batch 150/527, Loss: 0.3326
  GPU 0: 843/32607 MB (2.6%) Epoch 4, Batch 200/527
    Batch 200/527, Loss: 0.3523
  GPU 0: 843/32607 MB (2.6%) Epoch 4, Batch 250/527
    Batch 250/527, Loss: 0.3822
  GPU 0: 843/32607 MB (2.6%) Epoch 4, Batch 300/527
    Batch 300/527, Loss: 0.4310
  GPU 0: 843/32607 MB (2.6%) Epoch 4, Batch 350/527
    Batch 350/527, Loss: 0.2537
  GPU 0: 843/32607 MB (2.6%) Epoch 4, Batch 400/527
    Batch 400/527, Loss: 0.5429
  GPU 0: 843/32607 MB (2.6%) Epoch 4, Batch 450/527
    Batch 450/527, Loss: 0.2611
  GPU 0: 843/32607 MB (2.6%) Epoch 4, Batch 500/527
    Batch 500/527, Loss: 0.3342
Epoch   4/100 | Train Loss: 0.3923 | Val Loss: 0.3452 | LR: 0.000100 | Time: 38.8s
  New best model! Val Loss: 0.3452
  GPU 0: 843/32607 MB (2.6%) Epoch 5, Batch 0/527
    Batch 0/527, Loss: 0.5234
  GPU 0: 843/32607 MB (2.6%) Epoch 5, Batch 50/527
    Batch 50/527, Loss: 0.3334
  GPU 0: 843/32607 MB (2.6%) Epoch 5, Batch 100/527
    Batch 100/527, Loss: 0.2640
  GPU 0: 843/32607 MB (2.6%) Epoch 5, Batch 150/527
    Batch 150/527, Loss: 0.2288
  GPU 0: 843/32607 MB (2.6%) Epoch 5, Batch 200/527
    Batch 200/527, Loss: 0.2860
  GPU 0: 843/32607 MB (2.6%) Epoch 5, Batch 250/527
    Batch 250/527, Loss: 0.3657
  GPU 0: 843/32607 MB (2.6%) Epoch 5, Batch 300/527
    Batch 300/527, Loss: 0.4173
  GPU 0: 843/32607 MB (2.6%) Epoch 5, Batch 350/527
    Batch 350/527, Loss: 0.3164
  GPU 0: 843/32607 MB (2.6%) Epoch 5, Batch 400/527
    Batch 400/527, Loss: 0.1810
  GPU 0: 843/32607 MB (2.6%) Epoch 5, Batch 450/527
    Batch 450/527, Loss: 0.4156
  GPU 0: 843/32607 MB (2.6%) Epoch 5, Batch 500/527
    Batch 500/527, Loss: 0.3958
Epoch   5/100 | Train Loss: 0.3367 | Val Loss: 0.3068 | LR: 0.000100 | Time: 39.0s
  New best model! Val Loss: 0.3068
  GPU 0: 843/32607 MB (2.6%) Epoch 6, Batch 0/527
    Batch 0/527, Loss: 0.3629
  GPU 0: 843/32607 MB (2.6%) Epoch 6, Batch 50/527
    Batch 50/527, Loss: 0.3419
  GPU 0: 843/32607 MB (2.6%) Epoch 6, Batch 100/527
    Batch 100/527, Loss: 0.1747
  GPU 0: 843/32607 MB (2.6%) Epoch 6, Batch 150/527
    Batch 150/527, Loss: 0.1882
  GPU 0: 843/32607 MB (2.6%) Epoch 6, Batch 200/527
    Batch 200/527, Loss: 0.2186
  GPU 0: 843/32607 MB (2.6%) Epoch 6, Batch 250/527
    Batch 250/527, Loss: 0.3793
  GPU 0: 843/32607 MB (2.6%) Epoch 6, Batch 300/527
    Batch 300/527, Loss: 0.5012
  GPU 0: 843/32607 MB (2.6%) Epoch 6, Batch 350/527
    Batch 350/527, Loss: 0.3948
  GPU 0: 843/32607 MB (2.6%) Epoch 6, Batch 400/527
    Batch 400/527, Loss: 0.2904
  GPU 0: 843/32607 MB (2.6%) Epoch 6, Batch 450/527
    Batch 450/527, Loss: 0.3865
  GPU 0: 843/32607 MB (2.6%) Epoch 6, Batch 500/527
    Batch 500/527, Loss: 0.3379
Epoch   6/100 | Train Loss: 0.3123 | Val Loss: 0.2977 | LR: 0.000100 | Time: 39.1s
  New best model! Val Loss: 0.2977
  GPU 0: 843/32607 MB (2.6%) Epoch 7, Batch 0/527
    Batch 0/527, Loss: 0.5270
  GPU 0: 843/32607 MB (2.6%) Epoch 7, Batch 50/527
    Batch 50/527, Loss: 0.2751
  GPU 0: 843/32607 MB (2.6%) Epoch 7, Batch 100/527
    Batch 100/527, Loss: 0.3238
  GPU 0: 843/32607 MB (2.6%) Epoch 7, Batch 150/527
    Batch 150/527, Loss: 0.4886
  GPU 0: 843/32607 MB (2.6%) Epoch 7, Batch 200/527
    Batch 200/527, Loss: 0.3666
  GPU 0: 843/32607 MB (2.6%) Epoch 7, Batch 250/527
    Batch 250/527, Loss: 0.2180
  GPU 0: 843/32607 MB (2.6%) Epoch 7, Batch 300/527
    Batch 300/527, Loss: 0.2565
  GPU 0: 843/32607 MB (2.6%) Epoch 7, Batch 350/527
    Batch 350/527, Loss: 0.2221
  GPU 0: 843/32607 MB (2.6%) Epoch 7, Batch 400/527
    Batch 400/527, Loss: 0.4187
  GPU 0: 843/32607 MB (2.6%) Epoch 7, Batch 450/527
    Batch 450/527, Loss: 0.4098
  GPU 0: 843/32607 MB (2.6%) Epoch 7, Batch 500/527
    Batch 500/527, Loss: 0.2698
Epoch   7/100 | Train Loss: 0.2989 | Val Loss: 0.2791 | LR: 0.000100 | Time: 38.9s
  New best model! Val Loss: 0.2791
  GPU 0: 843/32607 MB (2.6%) Epoch 8, Batch 0/527
    Batch 0/527, Loss: 0.2524
  GPU 0: 843/32607 MB (2.6%) Epoch 8, Batch 50/527
    Batch 50/527, Loss: 0.2436
  GPU 0: 843/32607 MB (2.6%) Epoch 8, Batch 100/527
    Batch 100/527, Loss: 0.4047
  GPU 0: 843/32607 MB (2.6%) Epoch 8, Batch 150/527
    Batch 150/527, Loss: 0.4958
  GPU 0: 843/32607 MB (2.6%) Epoch 8, Batch 200/527
    Batch 200/527, Loss: 0.1064
  GPU 0: 843/32607 MB (2.6%) Epoch 8, Batch 250/527
    Batch 250/527, Loss: 0.4057
  GPU 0: 843/32607 MB (2.6%) Epoch 8, Batch 300/527
    Batch 300/527, Loss: 0.1983
  GPU 0: 843/32607 MB (2.6%) Epoch 8, Batch 350/527
    Batch 350/527, Loss: 0.2065
  GPU 0: 843/32607 MB (2.6%) Epoch 8, Batch 400/527
    Batch 400/527, Loss: 0.3715
  GPU 0: 843/32607 MB (2.6%) Epoch 8, Batch 450/527
    Batch 450/527, Loss: 0.4182
  GPU 0: 843/32607 MB (2.6%) Epoch 8, Batch 500/527
    Batch 500/527, Loss: 0.3669
Epoch   8/100 | Train Loss: 0.2903 | Val Loss: 0.2732 | LR: 0.000100 | Time: 38.9s
  New best model! Val Loss: 0.2732
  GPU 0: 843/32607 MB (2.6%) Epoch 9, Batch 0/527
    Batch 0/527, Loss: 0.2708
  GPU 0: 843/32607 MB (2.6%) Epoch 9, Batch 50/527
    Batch 50/527, Loss: 0.3256
  GPU 0: 843/32607 MB (2.6%) Epoch 9, Batch 100/527
    Batch 100/527, Loss: 0.1593
  GPU 0: 843/32607 MB (2.6%) Epoch 9, Batch 150/527
    Batch 150/527, Loss: 0.2907
  GPU 0: 843/32607 MB (2.6%) Epoch 9, Batch 200/527
    Batch 200/527, Loss: 0.3727
  GPU 0: 843/32607 MB (2.6%) Epoch 9, Batch 250/527
    Batch 250/527, Loss: 0.2466
  GPU 0: 843/32607 MB (2.6%) Epoch 9, Batch 300/527
    Batch 300/527, Loss: 0.2906
  GPU 0: 843/32607 MB (2.6%) Epoch 9, Batch 350/527
    Batch 350/527, Loss: 0.2681
  GPU 0: 843/32607 MB (2.6%) Epoch 9, Batch 400/527
    Batch 400/527, Loss: 0.2255
  GPU 0: 843/32607 MB (2.6%) Epoch 9, Batch 450/527
    Batch 450/527, Loss: 0.2199
  GPU 0: 843/32607 MB (2.6%) Epoch 9, Batch 500/527
    Batch 500/527, Loss: 0.3133
Epoch   9/100 | Train Loss: 0.2828 | Val Loss: 0.2609 | LR: 0.000100 | Time: 39.2s
  New best model! Val Loss: 0.2609
  GPU 0: 843/32607 MB (2.6%) Epoch 10, Batch 0/527
    Batch 0/527, Loss: 0.3786
  GPU 0: 843/32607 MB (2.6%) Epoch 10, Batch 50/527
    Batch 50/527, Loss: 0.2980
  GPU 0: 843/32607 MB (2.6%) Epoch 10, Batch 100/527
    Batch 100/527, Loss: 0.2792
  GPU 0: 843/32607 MB (2.6%) Epoch 10, Batch 150/527
    Batch 150/527, Loss: 0.3603
  GPU 0: 843/32607 MB (2.6%) Epoch 10, Batch 200/527
    Batch 200/527, Loss: 0.2626
  GPU 0: 843/32607 MB (2.6%) Epoch 10, Batch 250/527
    Batch 250/527, Loss: 0.3833
  GPU 0: 843/32607 MB (2.6%) Epoch 10, Batch 300/527
    Batch 300/527, Loss: 0.3545
  GPU 0: 843/32607 MB (2.6%) Epoch 10, Batch 350/527
    Batch 350/527, Loss: 0.2884
  GPU 0: 843/32607 MB (2.6%) Epoch 10, Batch 400/527
    Batch 400/527, Loss: 0.2498
  GPU 0: 843/32607 MB (2.6%) Epoch 10, Batch 450/527
    Batch 450/527, Loss: 0.3178
  GPU 0: 843/32607 MB (2.6%) Epoch 10, Batch 500/527
    Batch 500/527, Loss: 0.3091
Epoch  10/100 | Train Loss: 0.2777 | Val Loss: 0.2666 | LR: 0.000099 | Time: 38.8s
  GPU 0: 839/32607 MB (2.6%) Epoch 11, Batch 0/527
    Batch 0/527, Loss: 0.1748
  GPU 0: 841/32607 MB (2.6%) Epoch 11, Batch 50/527
    Batch 50/527, Loss: 0.1357
  GPU 0: 841/32607 MB (2.6%) Epoch 11, Batch 100/527
    Batch 100/527, Loss: 0.3263
  GPU 0: 841/32607 MB (2.6%) Epoch 11, Batch 150/527
    Batch 150/527, Loss: 0.1261
  GPU 0: 841/32607 MB (2.6%) Epoch 11, Batch 200/527
    Batch 200/527, Loss: 0.1949
  GPU 0: 841/32607 MB (2.6%) Epoch 11, Batch 250/527
    Batch 250/527, Loss: 0.2629
  GPU 0: 841/32607 MB (2.6%) Epoch 11, Batch 300/527
    Batch 300/527, Loss: 0.3236
  GPU 0: 841/32607 MB (2.6%) Epoch 11, Batch 350/527
    Batch 350/527, Loss: 0.2926
  GPU 0: 841/32607 MB (2.6%) Epoch 11, Batch 400/527
    Batch 400/527, Loss: 0.2175
  GPU 0: 841/32607 MB (2.6%) Epoch 11, Batch 450/527
    Batch 450/527, Loss: 0.3321
  GPU 0: 841/32607 MB (2.6%) Epoch 11, Batch 500/527
    Batch 500/527, Loss: 0.2148
Epoch  11/100 | Train Loss: 0.2738 | Val Loss: 0.2596 | LR: 0.000099 | Time: 38.8s
  New best model! Val Loss: 0.2596
  GPU 0: 841/32607 MB (2.6%) Epoch 12, Batch 0/527
    Batch 0/527, Loss: 0.1445
  GPU 0: 841/32607 MB (2.6%) Epoch 12, Batch 50/527
    Batch 50/527, Loss: 0.2956
  GPU 0: 841/32607 MB (2.6%) Epoch 12, Batch 100/527
    Batch 100/527, Loss: 0.3484
  GPU 0: 841/32607 MB (2.6%) Epoch 12, Batch 150/527
    Batch 150/527, Loss: 0.3523
  GPU 0: 841/32607 MB (2.6%) Epoch 12, Batch 200/527
    Batch 200/527, Loss: 0.3399
  GPU 0: 841/32607 MB (2.6%) Epoch 12, Batch 250/527
    Batch 250/527, Loss: 0.2329
  GPU 0: 841/32607 MB (2.6%) Epoch 12, Batch 300/527
    Batch 300/527, Loss: 0.3536
  GPU 0: 841/32607 MB (2.6%) Epoch 12, Batch 350/527
    Batch 350/527, Loss: 0.1021
  GPU 0: 841/32607 MB (2.6%) Epoch 12, Batch 400/527
    Batch 400/527, Loss: 0.1700
  GPU 0: 841/32607 MB (2.6%) Epoch 12, Batch 450/527
    Batch 450/527, Loss: 0.3444
  GPU 0: 841/32607 MB (2.6%) Epoch 12, Batch 500/527
    Batch 500/527, Loss: 0.3456
Epoch  12/100 | Train Loss: 0.2697 | Val Loss: 0.2653 | LR: 0.000099 | Time: 39.1s
  GPU 0: 841/32607 MB (2.6%) Epoch 13, Batch 0/527
    Batch 0/527, Loss: 0.2801
  GPU 0: 841/32607 MB (2.6%) Epoch 13, Batch 50/527
    Batch 50/527, Loss: 0.2639
  GPU 0: 841/32607 MB (2.6%) Epoch 13, Batch 100/527
    Batch 100/527, Loss: 0.3631
  GPU 0: 841/32607 MB (2.6%) Epoch 13, Batch 150/527
    Batch 150/527, Loss: 0.2609
  GPU 0: 841/32607 MB (2.6%) Epoch 13, Batch 200/527
    Batch 200/527, Loss: 0.1448
  GPU 0: 841/32607 MB (2.6%) Epoch 13, Batch 250/527
    Batch 250/527, Loss: 0.1933
  GPU 0: 841/32607 MB (2.6%) Epoch 13, Batch 300/527
    Batch 300/527, Loss: 0.2931
  GPU 0: 841/32607 MB (2.6%) Epoch 13, Batch 350/527
    Batch 350/527, Loss: 0.2550
  GPU 0: 841/32607 MB (2.6%) Epoch 13, Batch 400/527
    Batch 400/527, Loss: 0.1170
  GPU 0: 841/32607 MB (2.6%) Epoch 13, Batch 450/527
    Batch 450/527, Loss: 0.2356
  GPU 0: 841/32607 MB (2.6%) Epoch 13, Batch 500/527
    Batch 500/527, Loss: 0.2752
Epoch  13/100 | Train Loss: 0.2666 | Val Loss: 0.2576 | LR: 0.000098 | Time: 38.7s
  New best model! Val Loss: 0.2576
  GPU 0: 841/32607 MB (2.6%) Epoch 14, Batch 0/527
    Batch 0/527, Loss: 0.3217
  GPU 0: 841/32607 MB (2.6%) Epoch 14, Batch 50/527
    Batch 50/527, Loss: 0.2926
  GPU 0: 841/32607 MB (2.6%) Epoch 14, Batch 100/527
    Batch 100/527, Loss: 0.3505
  GPU 0: 841/32607 MB (2.6%) Epoch 14, Batch 150/527
    Batch 150/527, Loss: 0.2794
  GPU 0: 841/32607 MB (2.6%) Epoch 14, Batch 200/527
    Batch 200/527, Loss: 0.3587
  GPU 0: 841/32607 MB (2.6%) Epoch 14, Batch 250/527
    Batch 250/527, Loss: 0.2299
  GPU 0: 841/32607 MB (2.6%) Epoch 14, Batch 300/527
    Batch 300/527, Loss: 0.1811
  GPU 0: 841/32607 MB (2.6%) Epoch 14, Batch 350/527
    Batch 350/527, Loss: 0.4060
  GPU 0: 841/32607 MB (2.6%) Epoch 14, Batch 400/527
    Batch 400/527, Loss: 0.2437
  GPU 0: 841/32607 MB (2.6%) Epoch 14, Batch 450/527
    Batch 450/527, Loss: 0.2179
  GPU 0: 841/32607 MB (2.6%) Epoch 14, Batch 500/527
    Batch 500/527, Loss: 0.4036
Epoch  14/100 | Train Loss: 0.2623 | Val Loss: 0.2546 | LR: 0.000098 | Time: 38.7s
  New best model! Val Loss: 0.2546
  GPU 0: 841/32607 MB (2.6%) Epoch 15, Batch 0/527
    Batch 0/527, Loss: 0.3304
  GPU 0: 841/32607 MB (2.6%) Epoch 15, Batch 50/527
    Batch 50/527, Loss: 0.1674
  GPU 0: 841/32607 MB (2.6%) Epoch 15, Batch 100/527
    Batch 100/527, Loss: 0.1759
  GPU 0: 841/32607 MB (2.6%) Epoch 15, Batch 150/527
    Batch 150/527, Loss: 0.3355
  GPU 0: 841/32607 MB (2.6%) Epoch 15, Batch 200/527
    Batch 200/527, Loss: 0.1742
  GPU 0: 841/32607 MB (2.6%) Epoch 15, Batch 250/527
    Batch 250/527, Loss: 0.4005
  GPU 0: 841/32607 MB (2.6%) Epoch 15, Batch 300/527
    Batch 300/527, Loss: 0.1814
  GPU 0: 841/32607 MB (2.6%) Epoch 15, Batch 350/527
    Batch 350/527, Loss: 0.2464
  GPU 0: 841/32607 MB (2.6%) Epoch 15, Batch 400/527
    Batch 400/527, Loss: 0.2505
  GPU 0: 841/32607 MB (2.6%) Epoch 15, Batch 450/527
    Batch 450/527, Loss: 0.2316
  GPU 0: 841/32607 MB (2.6%) Epoch 15, Batch 500/527
    Batch 500/527, Loss: 0.4489
Epoch  15/100 | Train Loss: 0.2601 | Val Loss: 0.2572 | LR: 0.000097 | Time: 38.9s
  GPU 0: 841/32607 MB (2.6%) Epoch 16, Batch 0/527
    Batch 0/527, Loss: 0.3671
  GPU 0: 841/32607 MB (2.6%) Epoch 16, Batch 50/527
    Batch 50/527, Loss: 0.1447
  GPU 0: 841/32607 MB (2.6%) Epoch 16, Batch 100/527
    Batch 100/527, Loss: 0.1903
  GPU 0: 841/32607 MB (2.6%) Epoch 16, Batch 150/527
    Batch 150/527, Loss: 0.1320
  GPU 0: 841/32607 MB (2.6%) Epoch 16, Batch 200/527
    Batch 200/527, Loss: 0.3217
  GPU 0: 841/32607 MB (2.6%) Epoch 16, Batch 250/527
    Batch 250/527, Loss: 0.2394
  GPU 0: 841/32607 MB (2.6%) Epoch 16, Batch 300/527
    Batch 300/527, Loss: 0.3085
  GPU 0: 841/32607 MB (2.6%) Epoch 16, Batch 350/527
    Batch 350/527, Loss: 0.2073
  GPU 0: 841/32607 MB (2.6%) Epoch 16, Batch 400/527
    Batch 400/527, Loss: 0.2831
  GPU 0: 841/32607 MB (2.6%) Epoch 16, Batch 450/527
    Batch 450/527, Loss: 0.1225
  GPU 0: 841/32607 MB (2.6%) Epoch 16, Batch 500/527
    Batch 500/527, Loss: 0.1360
Epoch  16/100 | Train Loss: 0.2579 | Val Loss: 0.2532 | LR: 0.000097 | Time: 38.6s
  New best model! Val Loss: 0.2532
  GPU 0: 841/32607 MB (2.6%) Epoch 17, Batch 0/527
    Batch 0/527, Loss: 0.1762
  GPU 0: 841/32607 MB (2.6%) Epoch 17, Batch 50/527
    Batch 50/527, Loss: 0.3042
  GPU 0: 841/32607 MB (2.6%) Epoch 17, Batch 100/527
    Batch 100/527, Loss: 0.2570
  GPU 0: 841/32607 MB (2.6%) Epoch 17, Batch 150/527
    Batch 150/527, Loss: 0.2364
  GPU 0: 841/32607 MB (2.6%) Epoch 17, Batch 200/527
    Batch 200/527, Loss: 0.1978
  GPU 0: 841/32607 MB (2.6%) Epoch 17, Batch 250/527
    Batch 250/527, Loss: 0.2247
  GPU 0: 841/32607 MB (2.6%) Epoch 17, Batch 300/527
    Batch 300/527, Loss: 0.1986
  GPU 0: 841/32607 MB (2.6%) Epoch 17, Batch 350/527
    Batch 350/527, Loss: 0.3702
  GPU 0: 841/32607 MB (2.6%) Epoch 17, Batch 400/527
    Batch 400/527, Loss: 0.1366
  GPU 0: 841/32607 MB (2.6%) Epoch 17, Batch 450/527
    Batch 450/527, Loss: 0.2224
  GPU 0: 841/32607 MB (2.6%) Epoch 17, Batch 500/527
    Batch 500/527, Loss: 0.2190
Epoch  17/100 | Train Loss: 0.2555 | Val Loss: 0.2606 | LR: 0.000096 | Time: 38.6s
  GPU 0: 841/32607 MB (2.6%) Epoch 18, Batch 0/527
    Batch 0/527, Loss: 0.2766
  GPU 0: 841/32607 MB (2.6%) Epoch 18, Batch 50/527
    Batch 50/527, Loss: 0.1356
  GPU 0: 841/32607 MB (2.6%) Epoch 18, Batch 100/527
    Batch 100/527, Loss: 0.2091
  GPU 0: 841/32607 MB (2.6%) Epoch 18, Batch 150/527
    Batch 150/527, Loss: 0.2593
  GPU 0: 841/32607 MB (2.6%) Epoch 18, Batch 200/527
    Batch 200/527, Loss: 0.1573
  GPU 0: 841/32607 MB (2.6%) Epoch 18, Batch 250/527
    Batch 250/527, Loss: 0.3194
  GPU 0: 841/32607 MB (2.6%) Epoch 18, Batch 300/527
    Batch 300/527, Loss: 0.2308
  GPU 0: 841/32607 MB (2.6%) Epoch 18, Batch 350/527
    Batch 350/527, Loss: 0.3951
  GPU 0: 841/32607 MB (2.6%) Epoch 18, Batch 400/527
    Batch 400/527, Loss: 0.2722
  GPU 0: 841/32607 MB (2.6%) Epoch 18, Batch 450/527
    Batch 450/527, Loss: 0.2549
  GPU 0: 841/32607 MB (2.6%) Epoch 18, Batch 500/527
    Batch 500/527, Loss: 0.2016
Epoch  18/100 | Train Loss: 0.2531 | Val Loss: 0.2492 | LR: 0.000095 | Time: 38.9s
