
Using device: cuda
  GPU: NVIDIA GeForce RTX 5090
  CUDA: 12.8

Loading data from: /root/vitfly/training/datasets/data_full
[LAZY DATALOADER] Building file path index...
[LAZY DATALOADER] Found 580 trajectory folders
[LAZY DATALOADER] Indexing folder 170743205912, folder # 1/580, time elapsed 0.00s
[LAZY DATALOADER] Row count mismatch in 170743205912: 372 images vs 414 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170725315155: 207 images vs 206 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726012265: 271 images vs 270 CSV rows, skipping
[LAZY DATALOADER] Indexing folder 170700296852, folder # 523/580, time elapsed 0.82s
[LAZY DATALOADER] Row count mismatch in 170726065324: 358 images vs 374 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726683648: 195 images vs 196 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170743130358: 499 images vs 498 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170727111037: 221 images vs 220 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170743221934: 414 images vs 434 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170692597401: 53 images vs 52 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170692445114: 65 images vs 64 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170692572394: 55 images vs 54 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170700433509: 105 images vs 104 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726048009: 303 images vs 302 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170725468563: 141 images vs 140 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726140918: 293 images vs 292 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170725299098: 163 images vs 162 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726150418: 267 images vs 266 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170743278897: 462 images vs 536 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170700265390: 145 images vs 144 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170743165379: 486 images vs 546 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170725819229: 81 images vs 80 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170743261687: 457 images vs 526 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170700283787: 145 images vs 148 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170725378773: 400 images vs 428 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726366564: 362 images vs 364 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170743273549: 319 images vs 318 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170702544200: 145 images vs 144 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170702471193: 179 images vs 178 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170692400444: 115 images vs 114 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726388586: 273 images vs 272 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170699924457: 31 images vs 30 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170725188423: 225 images vs 224 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170692372432: 121 images vs 120 CSV rows, skipping
[LAZY DATALOADER] Indexed 42156 samples
[LAZY DATALOADER] Skipped 327 folders, 67920 images
[LAZY DATALOADER] Indexing took 0.91s
[LAZY DATALOADER] Train samples: 33725
[LAZY DATALOADER] Val samples: 8431
  Training samples: 33725
  Validation samples: 8431

############################################################
# Starting distillation for Branch Essm
############################################################

============================================================
Distillation Training: Branch Essm
  Teacher: ViT+LSTM (frozen)
  Student: Essm
  Loss weights: α=0.3, β=1.0, γ=1.0
============================================================

============================================================
Loading Teacher: ViT+LSTM (TeacherVITLSTM, ckpt-compatible)
============================================================
  Loaded teacher from: /root/vitfly/models/ViTLSTM_model.pth
  Teacher parameters: 3,563,663 (3.56M)
  Teacher frozen: True
  WARNING: BC checkpoint not found at /root/vitfly/experiments/mamba_branches/optimized_training/essm_distill_a03/branch_Essm/best_model.pth
  Training from scratch (random init).
  Student (Essm) parameters: 1,672,915 (1.67M)
  Feature projector: 256 → 512 (Linear)

Starting distillation for 50 epochs...
  Batch size: 32, Grad accum: 1
  Sequence length: 1
Epoch   1/50 | Tr:4.8904 (feat:10.5789 dist:0.5501 gt:1.1667) | Val gt:1.1686 dist:0.5340 feat:10.7193 | mag:0.715 var:0.0132 | LR:0.000040 | 44s
  ★ Best model! score=1.4356 (gt=1.1686 distill=0.5340)
Epoch   2/50 | Tr:4.8030 (feat:10.5839 dist:0.5667 gt:1.0611) | Val gt:1.0196 dist:0.6181 feat:10.7569 | mag:0.750 var:0.0098 | LR:0.000060 | 42s
  ★ Best model! score=1.3287 (gt=1.0196 distill=0.6181)
Epoch   3/50 | Tr:4.7498 (feat:10.5983 dist:0.5896 gt:0.9807) | Val gt:0.9981 dist:0.6056 feat:10.7627 | mag:0.765 var:0.0151 | LR:0.000080 | 42s
  ★ Best model! score=1.3008 (gt=0.9981 distill=0.6056)
Epoch   4/50 | Tr:4.7292 (feat:10.6111 dist:0.6108 gt:0.9351) | Val gt:0.9519 dist:0.6398 feat:10.7735 | mag:0.776 var:0.0203 | LR:0.000100 | 42s
  ★ Best model! score=1.2718 (gt=0.9519 distill=0.6398)
Epoch   5/50 | Tr:4.7227 (feat:10.6225 dist:0.6199 gt:0.9160) | Val gt:0.8868 dist:0.6924 feat:10.7835 | mag:0.798 var:0.0248 | LR:0.000100 | 42s
  ★ Best model! score=1.2330 (gt=0.8868 distill=0.6924)
Epoch   6/50 | Tr:4.7198 (feat:10.6265 dist:0.6239 gt:0.9079) | Val gt:0.8826 dist:0.6931 feat:10.7888 | mag:0.811 var:0.0273 | LR:0.000100 | 42s
  ★ Best model! score=1.2292 (gt=0.8826 distill=0.6931)
Epoch   7/50 | Tr:4.7124 (feat:10.6242 dist:0.6257 gt:0.8995) | Val gt:0.8504 dist:0.7322 feat:10.7719 | mag:0.822 var:0.0251 | LR:0.000100 | 42s
  ★ Best model! score=1.2165 (gt=0.8504 distill=0.7322)
Epoch   8/50 | Tr:4.7095 (feat:10.6204 dist:0.6246 gt:0.8988) | Val gt:0.8853 dist:0.6865 feat:10.7756 | mag:0.793 var:0.0275 | LR:0.000099 | 43s
Epoch   9/50 | Tr:4.7074 (feat:10.6134 dist:0.6277 gt:0.8957) | Val gt:0.9231 dist:0.6448 feat:10.7662 | mag:0.779 var:0.0310 | LR:0.000098 | 42s
Epoch  10/50 | Tr:4.7049 (feat:10.6083 dist:0.6308 gt:0.8916) | Val gt:0.9498 dist:0.6185 feat:10.7612 | mag:0.774 var:0.0304 | LR:0.000097 | 43s
Epoch  11/50 | Tr:4.7044 (feat:10.6072 dist:0.6307 gt:0.8915) | Val gt:0.9172 dist:0.6526 feat:10.7637 | mag:0.793 var:0.0291 | LR:0.000096 | 42s
Epoch  12/50 | Tr:4.7038 (feat:10.6066 dist:0.6323 gt:0.8895) | Val gt:0.9254 dist:0.6457 feat:10.7611 | mag:0.789 var:0.0290 | LR:0.000094 | 42s
Epoch  13/50 | Tr:4.6987 (feat:10.6013 dist:0.6308 gt:0.8876) | Val gt:0.8749 dist:0.6958 feat:10.7578 | mag:0.801 var:0.0291 | LR:0.000092 | 42s
Epoch  14/50 | Tr:4.6963 (feat:10.5996 dist:0.6323 gt:0.8842) | Val gt:0.9466 dist:0.6220 feat:10.7486 | mag:0.776 var:0.0247 | LR:0.000090 | 42s
Epoch  15/50 | Tr:4.6936 (feat:10.5993 dist:0.6318 gt:0.8820) | Val gt:1.0210 dist:0.5510 feat:10.7499 | mag:0.749 var:0.0295 | LR:0.000088 | 42s
Epoch  16/50 | Tr:4.6928 (feat:10.5964 dist:0.6338 gt:0.8801) | Val gt:0.8820 dist:0.6839 feat:10.7476 | mag:0.796 var:0.0332 | LR:0.000086 | 42s
Epoch  17/50 | Tr:4.6913 (feat:10.5920 dist:0.6347 gt:0.8790) | Val gt:0.9387 dist:0.6265 feat:10.7438 | mag:0.774 var:0.0276 | LR:0.000083 | 43s
Epoch  18/50 | Tr:4.6885 (feat:10.5914 dist:0.6334 gt:0.8777) | Val gt:0.9947 dist:0.5746 feat:10.7367 | mag:0.761 var:0.0262 | LR:0.000081 | 42s
Epoch  19/50 | Tr:4.6884 (feat:10.5880 dist:0.6338 gt:0.8782) | Val gt:0.9495 dist:0.6134 feat:10.7395 | mag:0.772 var:0.0292 | LR:0.000078 | 43s
Epoch  20/50 | Tr:4.6842 (feat:10.5863 dist:0.6356 gt:0.8728) | Val gt:0.9494 dist:0.6155 feat:10.7412 | mag:0.773 var:0.0292 | LR:0.000075 | 42s
Epoch  21/50 | Tr:4.6856 (feat:10.5893 dist:0.6360 gt:0.8728) | Val gt:0.9487 dist:0.6193 feat:10.7466 | mag:0.786 var:0.0347 | LR:0.000072 | 42s
Epoch  22/50 | Tr:4.6830 (feat:10.5863 dist:0.6368 gt:0.8703) | Val gt:0.9150 dist:0.6450 feat:10.7393 | mag:0.786 var:0.0319 | LR:0.000069 | 43s
Epoch  23/50 | Tr:4.6842 (feat:10.5869 dist:0.6364 gt:0.8717) | Val gt:0.9113 dist:0.6567 feat:10.7418 | mag:0.787 var:0.0289 | LR:0.000065 | 43s
Epoch  24/50 | Tr:4.6816 (feat:10.5865 dist:0.6378 gt:0.8678) | Val gt:0.9306 dist:0.6353 feat:10.7379 | mag:0.784 var:0.0304 | LR:0.000062 | 42s
Epoch  25/50 | Tr:4.6789 (feat:10.5824 dist:0.6388 gt:0.8654) | Val gt:0.9248 dist:0.6340 feat:10.7349 | mag:0.787 var:0.0360 | LR:0.000059 | 42s
  → Saved checkpoint: /root/vitfly/experiments/mamba_branches/optimized_training/essm_distill_a03/branch_Essm/distill_checkpoint_epoch_25.pth
Epoch  26/50 | Tr:4.6757 (feat:10.5833 dist:0.6372 gt:0.8635) | Val gt:0.9073 dist:0.6520 feat:10.7299 | mag:0.794 var:0.0368 | LR:0.000055 | 42s
Epoch  27/50 | Tr:4.6754 (feat:10.5807 dist:0.6379 gt:0.8632) | Val gt:0.9094 dist:0.6512 feat:10.7330 | mag:0.790 var:0.0339 | LR:0.000052 | 42s
Epoch  28/50 | Tr:4.6722 (feat:10.5800 dist:0.6380 gt:0.8603) | Val gt:0.8816 dist:0.6802 feat:10.7301 | mag:0.797 var:0.0312 | LR:0.000048 | 42s
Epoch  29/50 | Tr:4.6757 (feat:10.5788 dist:0.6407 gt:0.8614) | Val gt:0.9008 dist:0.6683 feat:10.7265 | mag:0.800 var:0.0302 | LR:0.000045 | 43s
Epoch  30/50 | Tr:4.6725 (feat:10.5772 dist:0.6415 gt:0.8579) | Val gt:0.9373 dist:0.6226 feat:10.7277 | mag:0.776 var:0.0339 | LR:0.000041 | 42s
Epoch  31/50 | Tr:4.6681 (feat:10.5764 dist:0.6397 gt:0.8555) | Val gt:0.9247 dist:0.6370 feat:10.7295 | mag:0.785 var:0.0359 | LR:0.000038 | 42s
Epoch  32/50 | Tr:4.6659 (feat:10.5782 dist:0.6397 gt:0.8527) | Val gt:0.9004 dist:0.6592 feat:10.7279 | mag:0.796 var:0.0364 | LR:0.000035 | 40s
Epoch  33/50 | Tr:4.6680 (feat:10.5772 dist:0.6421 gt:0.8528) | Val gt:0.9085 dist:0.6519 feat:10.7287 | mag:0.786 var:0.0362 | LR:0.000031 | 42s
Epoch  34/50 | Tr:4.6644 (feat:10.5773 dist:0.6419 gt:0.8493) | Val gt:0.9008 dist:0.6589 feat:10.7275 | mag:0.790 var:0.0353 | LR:0.000028 | 40s
Epoch  35/50 | Tr:4.6653 (feat:10.5782 dist:0.6424 gt:0.8495) | Val gt:0.8864 dist:0.6769 feat:10.7308 | mag:0.799 var:0.0361 | LR:0.000025 | 42s
Epoch  36/50 | Tr:4.6623 (feat:10.5787 dist:0.6420 gt:0.8467) | Val gt:0.9269 dist:0.6362 feat:10.7257 | mag:0.776 var:0.0319 | LR:0.000022 | 43s
Epoch  37/50 | Tr:4.6617 (feat:10.5775 dist:0.6438 gt:0.8447) | Val gt:0.9029 dist:0.6601 feat:10.7272 | mag:0.787 var:0.0339 | LR:0.000019 | 42s
Epoch  38/50 | Tr:4.6624 (feat:10.5766 dist:0.6459 gt:0.8435) | Val gt:0.9224 dist:0.6397 feat:10.7276 | mag:0.786 var:0.0358 | LR:0.000017 | 42s
Epoch  39/50 | Tr:4.6601 (feat:10.5770 dist:0.6455 gt:0.8414) | Val gt:0.9120 dist:0.6510 feat:10.7272 | mag:0.790 var:0.0361 | LR:0.000014 | 41s
Epoch  40/50 | Tr:4.6589 (feat:10.5787 dist:0.6454 gt:0.8399) | Val gt:0.9161 dist:0.6459 feat:10.7273 | mag:0.787 var:0.0363 | LR:0.000012 | 43s
Epoch  41/50 | Tr:4.6577 (feat:10.5779 dist:0.6447 gt:0.8396) | Val gt:0.8968 dist:0.6652 feat:10.7309 | mag:0.796 var:0.0384 | LR:0.000010 | 43s
Epoch  42/50 | Tr:4.6542 (feat:10.5788 dist:0.6437 gt:0.8368) | Val gt:0.9032 dist:0.6581 feat:10.7286 | mag:0.790 var:0.0372 | LR:0.000008 | 43s
Epoch  43/50 | Tr:4.6558 (feat:10.5782 dist:0.6458 gt:0.8365) | Val gt:0.9033 dist:0.6584 feat:10.7274 | mag:0.789 var:0.0369 | LR:0.000006 | 43s
Epoch  44/50 | Tr:4.6558 (feat:10.5783 dist:0.6463 gt:0.8360) | Val gt:0.9123 dist:0.6497 feat:10.7284 | mag:0.785 var:0.0357 | LR:0.000004 | 43s
Epoch  45/50 | Tr:4.6539 (feat:10.5793 dist:0.6458 gt:0.8343) | Val gt:0.8941 dist:0.6679 feat:10.7283 | mag:0.793 var:0.0361 | LR:0.000003 | 43s
Epoch  46/50 | Tr:4.6540 (feat:10.5787 dist:0.6455 gt:0.8349) | Val gt:0.9058 dist:0.6566 feat:10.7283 | mag:0.787 var:0.0352 | LR:0.000002 | 43s
Epoch  47/50 | Tr:4.6561 (feat:10.5791 dist:0.6471 gt:0.8352) | Val gt:0.9008 dist:0.6611 feat:10.7284 | mag:0.790 var:0.0366 | LR:0.000001 | 43s
Epoch  48/50 | Tr:4.6537 (feat:10.5793 dist:0.6467 gt:0.8332) | Val gt:0.8987 dist:0.6636 feat:10.7284 | mag:0.791 var:0.0365 | LR:0.000000 | 43s
Epoch  49/50 | Tr:4.6537 (feat:10.5791 dist:0.6476 gt:0.8324) | Val gt:0.9023 dist:0.6597 feat:10.7284 | mag:0.790 var:0.0365 | LR:0.000000 | 43s
Epoch  50/50 | Tr:4.6517 (feat:10.5793 dist:0.6453 gt:0.8326) | Val gt:0.9006 dist:0.6611 feat:10.7289 | mag:0.791 var:0.0366 | LR:0.000000 | 43s
  → Saved checkpoint: /root/vitfly/experiments/mamba_branches/optimized_training/essm_distill_a03/branch_Essm/distill_checkpoint_epoch_50.pth

Branch Essm distillation completed!
  Best val_score: 1.2165 (gt=0.8504 distill=0.7322)

============================================================
Distillation Summary
============================================================
  Branch Essm: val_score=1.2165

Checkpoints saved to: /root/vitfly/experiments/mamba_branches/optimized_training/essm_distill_a03
Loss weights: α=0.3 (feat), β=1.0 (distill), γ=1.0 (GT)
