
Using device: cuda
  GPU: NVIDIA GeForce RTX 5090
  CUDA: 12.8

Loading data from: /root/vitfly/training/datasets/data_full
[LAZY DATALOADER] Building file path index...
[LAZY DATALOADER] Found 580 trajectory folders
[LAZY DATALOADER] Indexing folder 170743205912, folder # 1/580, time elapsed 0.00s
[LAZY DATALOADER] Row count mismatch in 170743205912: 372 images vs 414 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170725315155: 207 images vs 206 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726012265: 271 images vs 270 CSV rows, skipping
[LAZY DATALOADER] Indexing folder 170700296852, folder # 523/580, time elapsed 0.82s
[LAZY DATALOADER] Row count mismatch in 170726065324: 358 images vs 374 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726683648: 195 images vs 196 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170743130358: 499 images vs 498 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170727111037: 221 images vs 220 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170743221934: 414 images vs 434 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170692597401: 53 images vs 52 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170692445114: 65 images vs 64 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170692572394: 55 images vs 54 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170700433509: 105 images vs 104 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726048009: 303 images vs 302 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170725468563: 141 images vs 140 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726140918: 293 images vs 292 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170725299098: 163 images vs 162 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726150418: 267 images vs 266 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170743278897: 462 images vs 536 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170700265390: 145 images vs 144 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170743165379: 486 images vs 546 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170725819229: 81 images vs 80 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170743261687: 457 images vs 526 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170700283787: 145 images vs 148 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170725378773: 400 images vs 428 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726366564: 362 images vs 364 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170743273549: 319 images vs 318 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170702544200: 145 images vs 144 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170702471193: 179 images vs 178 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170692400444: 115 images vs 114 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726388586: 273 images vs 272 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170699924457: 31 images vs 30 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170725188423: 225 images vs 224 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170692372432: 121 images vs 120 CSV rows, skipping
[LAZY DATALOADER] Indexed 42156 samples
[LAZY DATALOADER] Skipped 327 folders, 67920 images
[LAZY DATALOADER] Indexing took 0.91s
[LAZY DATALOADER] Train samples: 33725
[LAZY DATALOADER] Val samples: 8431
  Training samples: 33725
  Validation samples: 8431

############################################################
# Starting distillation for Branch Essm
############################################################

============================================================
Distillation Training: Branch Essm
  Teacher: ViT+LSTM (frozen)
  Student: Essm
  Loss weights: α=1.0, β=1.0, γ=1.0
============================================================

============================================================
Loading Teacher: ViT+LSTM (TeacherVITLSTM, ckpt-compatible)
============================================================
  Loaded teacher from: /root/vitfly/models/ViTLSTM_model.pth
  Teacher parameters: 3,563,663 (3.56M)
  Teacher frozen: True
  Loaded BC checkpoint: /root/vitfly/experiments/mamba_branches/optimized_training/essm_distill_bcinit/branch_Essm/best_model.pth
    BC epoch=31, val_loss=0.24719208307567786
  Student (Essm) parameters: 1,672,915 (1.67M)
  Feature projector: 256 → 512 (Linear)

Starting distillation for 50 epochs...
  Batch size: 32, Grad accum: 1
  Sequence length: 1
Epoch   1/50 | Tr:12.0323 (feat:10.4987 dist:0.6390 gt:0.8945) | Val gt:0.9012 dist:0.6683 feat:10.6410 | mag:0.792 var:0.0317 | LR:0.000040 | 43s
  ★ Best model! score=1.2353 (gt=0.9012 distill=0.6683)
Epoch   2/50 | Tr:12.0306 (feat:10.5053 dist:0.6333 gt:0.8920) | Val gt:0.8494 dist:0.7210 feat:10.6404 | mag:0.820 var:0.0337 | LR:0.000060 | 43s
  ★ Best model! score=1.2099 (gt=0.8494 distill=0.7210)
Epoch   3/50 | Tr:12.0411 (feat:10.5179 dist:0.6328 gt:0.8904) | Val gt:0.9406 dist:0.6321 feat:10.6669 | mag:0.791 var:0.0296 | LR:0.000080 | 43s
Epoch   4/50 | Tr:12.0503 (feat:10.5258 dist:0.6340 gt:0.8905) | Val gt:0.9560 dist:0.6128 feat:10.6711 | mag:0.781 var:0.0342 | LR:0.000100 | 42s
Epoch   5/50 | Tr:12.0604 (feat:10.5366 dist:0.6320 gt:0.8918) | Val gt:0.8865 dist:0.6815 feat:10.6878 | mag:0.790 var:0.0292 | LR:0.000100 | 43s
Epoch   6/50 | Tr:12.0751 (feat:10.5519 dist:0.6341 gt:0.8891) | Val gt:0.8813 dist:0.6812 feat:10.6902 | mag:0.807 var:0.0337 | LR:0.000100 | 42s
Epoch   7/50 | Tr:12.0727 (feat:10.5558 dist:0.6319 gt:0.8850) | Val gt:0.8280 dist:0.7419 feat:10.7003 | mag:0.821 var:0.0284 | LR:0.000100 | 41s
  ★ Best model! score=1.1990 (gt=0.8280 distill=0.7419)
Epoch   8/50 | Tr:12.0748 (feat:10.5592 dist:0.6318 gt:0.8838) | Val gt:0.8999 dist:0.6657 feat:10.7158 | mag:0.781 var:0.0277 | LR:0.000099 | 41s
Epoch   9/50 | Tr:12.0741 (feat:10.5595 dist:0.6344 gt:0.8802) | Val gt:0.9167 dist:0.6459 feat:10.7058 | mag:0.783 var:0.0341 | LR:0.000098 | 41s
Epoch  10/50 | Tr:12.0744 (feat:10.5597 dist:0.6362 gt:0.8785) | Val gt:0.9497 dist:0.6153 feat:10.7092 | mag:0.776 var:0.0327 | LR:0.000097 | 41s
Epoch  11/50 | Tr:12.0780 (feat:10.5622 dist:0.6379 gt:0.8780) | Val gt:0.9058 dist:0.6593 feat:10.7118 | mag:0.800 var:0.0315 | LR:0.000096 | 42s
Epoch  12/50 | Tr:12.0705 (feat:10.5578 dist:0.6378 gt:0.8749) | Val gt:0.9123 dist:0.6519 feat:10.7216 | mag:0.790 var:0.0325 | LR:0.000094 | 40s
Epoch  13/50 | Tr:12.0676 (feat:10.5576 dist:0.6356 gt:0.8743) | Val gt:0.8658 dist:0.6972 feat:10.7163 | mag:0.801 var:0.0308 | LR:0.000092 | 42s
Epoch  14/50 | Tr:12.0645 (feat:10.5561 dist:0.6362 gt:0.8722) | Val gt:0.9270 dist:0.6345 feat:10.7114 | mag:0.782 var:0.0288 | LR:0.000090 | 43s
Epoch  15/50 | Tr:12.0611 (feat:10.5553 dist:0.6365 gt:0.8693) | Val gt:1.0109 dist:0.5569 feat:10.7074 | mag:0.756 var:0.0326 | LR:0.000088 | 42s
Epoch  16/50 | Tr:12.0586 (feat:10.5533 dist:0.6377 gt:0.8677) | Val gt:0.8757 dist:0.6875 feat:10.7185 | mag:0.806 var:0.0349 | LR:0.000086 | 42s
Epoch  17/50 | Tr:12.0572 (feat:10.5525 dist:0.6385 gt:0.8662) | Val gt:0.9151 dist:0.6459 feat:10.7038 | mag:0.789 var:0.0330 | LR:0.000083 | 43s
Epoch  18/50 | Tr:12.0513 (feat:10.5492 dist:0.6382 gt:0.8639) | Val gt:0.9819 dist:0.5845 feat:10.7057 | mag:0.766 var:0.0282 | LR:0.000081 | 42s
Epoch  19/50 | Tr:12.0492 (feat:10.5469 dist:0.6389 gt:0.8634) | Val gt:0.9260 dist:0.6332 feat:10.7071 | mag:0.781 var:0.0337 | LR:0.000078 | 43s
Epoch  20/50 | Tr:12.0463 (feat:10.5479 dist:0.6396 gt:0.8588) | Val gt:0.9154 dist:0.6458 feat:10.7071 | mag:0.780 var:0.0292 | LR:0.000075 | 42s
Epoch  21/50 | Tr:12.0463 (feat:10.5473 dist:0.6405 gt:0.8585) | Val gt:0.9266 dist:0.6395 feat:10.7026 | mag:0.790 var:0.0348 | LR:0.000072 | 40s
Epoch  22/50 | Tr:12.0445 (feat:10.5470 dist:0.6406 gt:0.8569) | Val gt:0.9130 dist:0.6445 feat:10.7066 | mag:0.783 var:0.0320 | LR:0.000069 | 42s
Epoch  23/50 | Tr:12.0415 (feat:10.5442 dist:0.6412 gt:0.8560) | Val gt:0.9028 dist:0.6598 feat:10.6960 | mag:0.790 var:0.0341 | LR:0.000065 | 42s
Epoch  24/50 | Tr:12.0376 (feat:10.5431 dist:0.6431 gt:0.8514) | Val gt:0.9246 dist:0.6381 feat:10.7028 | mag:0.787 var:0.0345 | LR:0.000062 | 42s
Epoch  25/50 | Tr:12.0339 (feat:10.5413 dist:0.6434 gt:0.8491) | Val gt:0.9024 dist:0.6568 feat:10.7005 | mag:0.796 var:0.0407 | LR:0.000059 | 43s
  → Saved checkpoint: /root/vitfly/experiments/mamba_branches/optimized_training/essm_distill_bcinit/branch_Essm/distill_checkpoint_epoch_25.pth
Epoch  26/50 | Tr:12.0314 (feat:10.5427 dist:0.6424 gt:0.8463) | Val gt:0.9131 dist:0.6511 feat:10.7046 | mag:0.792 var:0.0393 | LR:0.000055 | 43s
Epoch  27/50 | Tr:12.0317 (feat:10.5427 dist:0.6443 gt:0.8447) | Val gt:0.9072 dist:0.6546 feat:10.6964 | mag:0.792 var:0.0353 | LR:0.000052 | 42s
Epoch  28/50 | Tr:12.0240 (feat:10.5385 dist:0.6436 gt:0.8420) | Val gt:0.8657 dist:0.6962 feat:10.7065 | mag:0.806 var:0.0344 | LR:0.000048 | 43s
Epoch  29/50 | Tr:12.0317 (feat:10.5416 dist:0.6459 gt:0.8442) | Val gt:0.9033 dist:0.6620 feat:10.7049 | mag:0.793 var:0.0338 | LR:0.000045 | 43s
Epoch  30/50 | Tr:12.0259 (feat:10.5393 dist:0.6472 gt:0.8395) | Val gt:0.9531 dist:0.6116 feat:10.6992 | mag:0.768 var:0.0328 | LR:0.000041 | 43s
Epoch  31/50 | Tr:12.0185 (feat:10.5353 dist:0.6453 gt:0.8380) | Val gt:0.9222 dist:0.6448 feat:10.6958 | mag:0.793 var:0.0387 | LR:0.000038 | 43s
Epoch  32/50 | Tr:12.0144 (feat:10.5346 dist:0.6450 gt:0.8348) | Val gt:0.8977 dist:0.6623 feat:10.6971 | mag:0.800 var:0.0411 | LR:0.000035 | 42s
Epoch  33/50 | Tr:12.0238 (feat:10.5385 dist:0.6498 gt:0.8356) | Val gt:0.8922 dist:0.6712 feat:10.6998 | mag:0.794 var:0.0381 | LR:0.000031 | 42s
Epoch  34/50 | Tr:12.0150 (feat:10.5377 dist:0.6481 gt:0.8292) | Val gt:0.9103 dist:0.6728 feat:10.7000 | mag:0.791 var:0.0484 | LR:0.000028 | 43s
Epoch  35/50 | Tr:12.0163 (feat:10.5378 dist:0.6487 gt:0.8298) | Val gt:0.8846 dist:0.6801 feat:10.7009 | mag:0.805 var:0.0411 | LR:0.000025 | 43s
Epoch  36/50 | Tr:12.0125 (feat:10.5377 dist:0.6481 gt:0.8267) | Val gt:0.9121 dist:0.6539 feat:10.7016 | mag:0.786 var:0.0367 | LR:0.000022 | 43s
Epoch  37/50 | Tr:12.0118 (feat:10.5365 dist:0.6500 gt:0.8253) | Val gt:0.9345 dist:0.6996 feat:10.6983 | mag:0.796 var:0.0717 | LR:0.000019 | 43s
Epoch  38/50 | Tr:12.0117 (feat:10.5357 dist:0.6510 gt:0.8250) | Val gt:0.9413 dist:0.6800 feat:10.6956 | mag:0.795 var:0.0663 | LR:0.000017 | 43s
Epoch  39/50 | Tr:12.0093 (feat:10.5361 dist:0.6512 gt:0.8220) | Val gt:0.8991 dist:0.6701 feat:10.6996 | mag:0.798 var:0.0413 | LR:0.000014 | 42s
Epoch  40/50 | Tr:12.0091 (feat:10.5372 dist:0.6514 gt:0.8204) | Val gt:0.9090 dist:0.6567 feat:10.6976 | mag:0.793 var:0.0381 | LR:0.000012 | 42s
Epoch  41/50 | Tr:12.0071 (feat:10.5370 dist:0.6516 gt:0.8186) | Val gt:0.9564 dist:0.7202 feat:10.6966 | mag:0.800 var:0.0924 | LR:0.000010 | 43s
Epoch  42/50 | Tr:12.0039 (feat:10.5367 dist:0.6498 gt:0.8174) | Val gt:0.8986 dist:0.6658 feat:10.6966 | mag:0.796 var:0.0381 | LR:0.000008 | 43s
Epoch  43/50 | Tr:12.0045 (feat:10.5362 dist:0.6516 gt:0.8167) | Val gt:0.9432 dist:0.7077 feat:10.6975 | mag:0.799 var:0.0802 | LR:0.000006 | 43s
Epoch  44/50 | Tr:12.0050 (feat:10.5362 dist:0.6523 gt:0.8166) | Val gt:0.9177 dist:0.6732 feat:10.6974 | mag:0.793 var:0.0504 | LR:0.000004 | 42s
Epoch  45/50 | Tr:12.0034 (feat:10.5366 dist:0.6519 gt:0.8149) | Val gt:0.9262 dist:0.6991 feat:10.6980 | mag:0.798 var:0.0664 | LR:0.000003 | 43s
Epoch  46/50 | Tr:12.0035 (feat:10.5365 dist:0.6519 gt:0.8151) | Val gt:0.9358 dist:0.6816 feat:10.6970 | mag:0.791 var:0.0620 | LR:0.000002 | 43s
Epoch  47/50 | Tr:12.0051 (feat:10.5363 dist:0.6526 gt:0.8162) | Val gt:0.9141 dist:0.6794 feat:10.6977 | mag:0.796 var:0.0514 | LR:0.000001 | 43s
Epoch  48/50 | Tr:12.0026 (feat:10.5364 dist:0.6520 gt:0.8142) | Val gt:0.9183 dist:0.6859 feat:10.6981 | mag:0.797 var:0.0568 | LR:0.000000 | 43s
Epoch  49/50 | Tr:12.0025 (feat:10.5364 dist:0.6532 gt:0.8129) | Val gt:0.9159 dist:0.6800 feat:10.6980 | mag:0.796 var:0.0534 | LR:0.000000 | 42s
Epoch  50/50 | Tr:12.0009 (feat:10.5365 dist:0.6509 gt:0.8134) | Val gt:0.9236 dist:0.6890 feat:10.6975 | mag:0.798 var:0.0609 | LR:0.000000 | 43s
  → Saved checkpoint: /root/vitfly/experiments/mamba_branches/optimized_training/essm_distill_bcinit/branch_Essm/distill_checkpoint_epoch_50.pth

Branch Essm distillation completed!
  Best val_score: 1.1990 (gt=0.8280 distill=0.7419)

============================================================
Distillation Summary
============================================================
  Branch Essm: val_score=1.1990

Checkpoints saved to: /root/vitfly/experiments/mamba_branches/optimized_training/essm_distill_bcinit
Loss weights: α=1.0 (feat), β=1.0 (distill), γ=1.0 (GT)
